"campaignid","sample","filename","period","periodtime","family","genus","species","comment","maxn","type","longitude","latitude","date","time","time.out","site","location","status","depth","observer","maxn.complete.yyyymmdd","maxn.checker","successful.count","successful.length","left.cam","right.cam","rear.cam","video.notes","raw.hd","con.hd","forward.habitat.image.saved","backward.habitat.image.saved","habitat.classification","length.analyst","length.complete.date.yyyymmdd","notes"
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","29.46667","Lethrinidae","Lethrinus","ravus",NA,1,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","29.75467","Lethrinidae","Lethrinus","rubrioperculatus",NA,1,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","24.46733","Lutjanidae","Aphareus","furca",NA,2,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","23.36800","Lutjanidae","Pristipomoides","filamentosus",NA,3,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","12.37267","Lutjanidae","Symphorus","nematophorus",NA,1,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","58.32600","Nemipteridae","Pentapodus","nagasakiensis",NA,3,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","0.51467","Pinguipedidae","Parapercis","nebulosa",NA,1,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","16.32000","Pomacanthidae","Chaetodontoplus","personifer",NA,1,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","7.42867","Pomacanthidae","Pomacanthus","semicirculatus",NA,2,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","17.89400","Scaridae","Scarus","ghobban",NA,1,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","37.40000","Serranidae","Cephalopholis","spiloparaea",NA,1,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","37.50800","Serranidae","Epinephelus","rivulatus",NA,2,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.13","10.13_L367.avi","1","1.22600","Serranidae","Pseudanthias","cooperi",NA,7,"new",113.579,-22.638,14082019,"14:53:00","16:24:00",10,"Ningaloo Marine Park",NA,"78","Brooke Gibbons",20191010,"","Yes","",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","7.41733","Balistidae","Abalistes","filamentosus",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","11.11067","Balistidae","Sufflamen","fraenatum",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","21.32600","Carangidae","Carangoides","chrysophrys",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","48.52467","Carcharhinidae","Carcharhinus","plumbeus",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","47.75267","Echeneidae","Echeneis","naucrates",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","59.72200","Haemulidae","Diagramma","pictum",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","23.05267","Lethrinidae","Gymnocranius","grandoculis",NA,5,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","58.85733","Lethrinidae","Lethrinus","nebulosus",NA,2,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","57.66200","Lethrinidae","Lethrinus","rubrioperculatus",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","17.18400","Lutjanidae","Lutjanus","sebae",NA,2,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","47.32667","Lutjanidae","Pristipomoides","multidens",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","4.88800","Serranidae","Epinephelus","areolatus",NA,2,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","4.16600","Serranidae","Epinephelus","rivulatus",NA,2,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.14","10.14_L369.avi","1","54.52133","Sparidae","Argyrops","spinifer",NA,1,"new",113.5916667,-22.624,14082019,"15:02:00","16:36:00",10,"Ningaloo Marine Park",NA,"74","Charlotte Aston",20191015,"","Yes","",369,370,422,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","5.62800","Carangidae","Carangoides","caeruleopinnatus",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","9.37200","Carangidae","Carangoides","fulvoguttatus",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","4.00133","Carangidae","Caranx","ignobilis",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","26.64867","Carangidae","Decapterus","spp",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","55.28867","Carangidae","Seriola","dumerili",NA,2,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","23.54800","Cirrhitidae","Cyprinocirrhites","polyactis",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","14.97867","Labridae","Bodianus","solatus",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","11.31000","Labridae","Suezichthys","sp1",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","56.98200","Lethrinidae","Gymnocranius","grandoculis",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","4.98067","Lethrinidae","Lethrinus","miniatus",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","14.90867","Lethrinidae","Lethrinus","rubrioperculatus",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","23.88133","Lutjanidae","Lutjanus","sebae",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","34.45267","Lutjanidae","Pristipomoides","multidens",NA,2,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","45.38467","Pinguipedidae","Parapercis","nebulosa",NA,2,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","19.43133","Pomacanthidae","Chaetodontoplus","personifer",NA,2,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","10.15","10.15_L373.avi","1","14.87800","Sparidae","Argyrops","spinifer",NA,1,"new",113.594,-22.6058333,14082019,"15:10:00","16:47:00",10,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191015,"","Yes","",373,374,439,"extra site - picked by Tim",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","21.11467","Carangidae","Carangoides","chrysophrys",NA,1,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","21.00267","Carangidae","Decapterus","spp",NA,2,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","51.19933","Chaetodontidae","Heniochus","acuminatus",NA,1,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","19.40933","Lethrinidae","Gymnocranius","grandoculis","Very strange looking",1,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","52.45867","Lethrinidae","Lethrinus","nebulosus",NA,1,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","14.66733","Lethrinidae","Lethrinus","ravus",NA,1,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","14.52200","Lethrinidae","Lethrinus","rubrioperculatus",NA,1,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","13.35000","Lutjanidae","Pristipomoides","multidens",NA,1,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","15.03800","Mullidae","Parupeneus","chrysopleuron",NA,1,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","57.66400","Nemipteridae","Pentapodus","nagasakiensis",NA,3,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","2.08533","Pinguipedidae","Parapercis","nebulosa",NA,3,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.01","11.01_L375.avi","1","54.70400","Pomacanthidae","Chaetodontoplus","personifer",NA,4,"new",113.6215013,-22.54044354,15082019,"08:06:00","09:12:00",11,"Ningaloo Marine Park",NA,"84","Charlotte Aston",20191114,"","Yes","",375,376,420,"Cloudy day",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.02","11.02_L373.avi","1","19.89600","Balistidae","Sufflamen","fraenatum",NA,1,"new",113.6248272,-22.5365347,15082019,"08:11:00","09:18:00",11,"Ningaloo Marine Park",NA,"81","Charlotte Aston",20191016,"","Yes","",373,374,439,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.02","11.02_L373.avi","1","59.36800","Carangidae","Carangoides","chrysophrys",NA,1,"new",113.6248272,-22.5365347,15082019,"08:11:00","09:18:00",11,"Ningaloo Marine Park",NA,"81","Charlotte Aston",20191016,"","Yes","",373,374,439,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.02","11.02_L373.avi","1","40.80200","Lethrinidae","Gymnocranius","grandoculis",NA,2,"new",113.6248272,-22.5365347,15082019,"08:11:00","09:18:00",11,"Ningaloo Marine Park",NA,"81","Charlotte Aston",20191016,"","Yes","",373,374,439,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.02","11.02_L373.avi","1","55.68067","Lethrinidae","Lethrinus","nebulosus",NA,2,"new",113.6248272,-22.5365347,15082019,"08:11:00","09:18:00",11,"Ningaloo Marine Park",NA,"81","Charlotte Aston",20191016,"","Yes","",373,374,439,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.02","11.02_L373.avi","1","18.86400","Lethrinidae","Lethrinus","rubrioperculatus",NA,2,"new",113.6248272,-22.5365347,15082019,"08:11:00","09:18:00",11,"Ningaloo Marine Park",NA,"81","Charlotte Aston",20191016,"","Yes","",373,374,439,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.02","11.02_L373.avi","1","49.73467","Nemipteridae","Pentapodus","nagasakiensis",NA,7,"new",113.6248272,-22.5365347,15082019,"08:11:00","09:18:00",11,"Ningaloo Marine Park",NA,"81","Charlotte Aston",20191016,"","Yes","",373,374,439,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.02","11.02_L373.avi","1","2.05933","Pinguipedidae","Parapercis","nebulosa",NA,2,"new",113.6248272,-22.5365347,15082019,"08:11:00","09:18:00",11,"Ningaloo Marine Park",NA,"81","Charlotte Aston",20191016,"","Yes","",373,374,439,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.02","11.02_L373.avi","1","37.68733","Pomacanthidae","Pomacanthus","semicirculatus",NA,2,"new",113.6248272,-22.5365347,15082019,"08:11:00","09:18:00",11,"Ningaloo Marine Park",NA,"81","Charlotte Aston",20191016,"","Yes","",373,374,439,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.04","11.04_L367.avi","1","42.45933","Balistidae","Abalistes","filamentosus",NA,1,"new",113.6243521,-22.52871703,15082019,"08:19:00","09:32:00",11,"Ningaloo Marine Park",NA,"91","Charlotte Aston",20191017,"","Yes","",367,368,440,"Bad vis. Bouncing. Sand bar",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.04","11.04_L367.avi","1","15.03667","Carangidae","Carangoides","chrysophrys",NA,5,"new",113.6243521,-22.52871703,15082019,"08:19:00","09:32:00",11,"Ningaloo Marine Park",NA,"91","Charlotte Aston",20191017,"","Yes","",367,368,440,"Bad vis. Bouncing. Sand bar",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.04","11.04_L367.avi","1","12.50800","Carangidae","Decapterus","spp",NA,8,"new",113.6243521,-22.52871703,15082019,"08:19:00","09:32:00",11,"Ningaloo Marine Park",NA,"91","Charlotte Aston",20191017,"","Yes","",367,368,440,"Bad vis. Bouncing. Sand bar",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.04","11.04_L367.avi","1","2.12867","Carangidae","Seriolina","nigrofasciata",NA,1,"new",113.6243521,-22.52871703,15082019,"08:19:00","09:32:00",11,"Ningaloo Marine Park",NA,"91","Charlotte Aston",20191017,"","Yes","",367,368,440,"Bad vis. Bouncing. Sand bar",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.04","11.04_L367.avi","1","11.62200","Lethrinidae","Gymnocranius","grandoculis",NA,1,"new",113.6243521,-22.52871703,15082019,"08:19:00","09:32:00",11,"Ningaloo Marine Park",NA,"91","Charlotte Aston",20191017,"","Yes","",367,368,440,"Bad vis. Bouncing. Sand bar",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.04","11.04_L367.avi","1","21.76667","Lutjanidae","Pristipomoides","multidens",NA,3,"new",113.6243521,-22.52871703,15082019,"08:19:00","09:32:00",11,"Ningaloo Marine Park",NA,"91","Charlotte Aston",20191017,"","Yes","",367,368,440,"Bad vis. Bouncing. Sand bar",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.04","11.04_L367.avi","1","1.08000","Microdesmidae","Ptereleotris","sp1",NA,1,"new",113.6243521,-22.52871703,15082019,"08:19:00","09:32:00",11,"Ningaloo Marine Park",NA,"91","Charlotte Aston",20191017,"","Yes","",367,368,440,"Bad vis. Bouncing. Sand bar",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.04","11.04_L367.avi","1","19.21867","Sparidae","Argyrops","spinifer",NA,4,"new",113.6243521,-22.52871703,15082019,"08:19:00","09:32:00",11,"Ningaloo Marine Park",NA,"91","Charlotte Aston",20191017,"","Yes","",367,368,440,"Bad vis. Bouncing. Sand bar",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.06","11.06_L372.avi","1","45.78867","Balistidae","Abalistes","filamentosus",NA,1,"new",113.6345674,-22.52388847,15082019,"08:31:00","09:47:00",11,"Ningaloo Marine Park",NA,"77","Charlotte Aston",20191017,"","Yes","",372,371,564,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.06","11.06_L372.avi","1","15.87000","Carangidae","Carangoides","gymnostethus",NA,2,"new",113.6345674,-22.52388847,15082019,"08:31:00","09:47:00",11,"Ningaloo Marine Park",NA,"77","Charlotte Aston",20191017,"","Yes","",372,371,564,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.06","11.06_L372.avi","1","54.94067","Labridae",NA,"sp8",NA,2,"new",113.6345674,-22.52388847,15082019,"08:31:00","09:47:00",11,"Ningaloo Marine Park",NA,"77","Charlotte Aston",20191017,"","Yes","",372,371,564,"",2,"2","Yes","Yes","20200305","",NA,""
"2019-08-Ningaloo_stereo-BRUVS","11.06","11.06_L372.avi","1","2.54533","Malacanthidae","Malacanthus","brevirostris",NA,1,"new",113.6345674,-22.52388847,15082019,"08:31:00","09:47:00",11,"Ningaloo Marine Park",NA,"77","Charlotte Aston",20191017,"","Yes","",372,371,564,"",2,"2","Yes","Yes","20200305","",NA,""
